Lifter Name,Age,Weight Class,Lift Type,Amount Lifted (kg)
Emily Davis,52,120 kg,Bench Press,158
Chris Brown,48,59 kg,Deadlift,320
Daniel Lee,56,59 kg,Bench Press,180
Jane Smith,38,120 kg,Bench Press,279
Emily Davis,55,Open,Squat,289
Emily Davis,40,83 kg,Squat,363
Michael Johnson,60,52 kg,Bench Press,297
Chris Brown,40,Open,Squat,229
Chris Brown,59,Open,Squat,100
Chris Brown,38,52 kg,Deadlift,327
Sarah Thomas,61,66 kg,Squat,111
Jessica Wilson,25,120 kg,Deadlift,212
Matthew Anderson,19,66 kg,Squat,151
Emily Davis,63,83 kg,Squat,197
Daniel Lee,48,105 kg,Bench Press,303
Jessica Wilson,30,66 kg,Deadlift,155
Emily Davis,23,83 kg,Deadlift,336
Emily Davis,39,59 kg,Squat,320
Laura Taylor,23,Open,Squat,152
John Doe,34,59 kg,Bench Press,207
Sarah Thomas,61,93 kg,Deadlift,122
Laura Taylor,41,120 kg,Deadlift,217
Chris Brown,58,105 kg,Deadlift,104
John Doe,55,83 kg,Bench Press,394
Jessica Wilson,57,59 kg,Bench Press,328
Emily Davis,58,120 kg,Squat,296
Daniel Lee,56,66 kg,Squat,344
Laura Taylor,61,59 kg,Bench Press,221
John Doe,18,105 kg,Deadlift,142
Emily Davis,27,120 kg,Bench Press,257
Michael Johnson,33,105 kg,Squat,355
John Doe,62,120 kg,Deadlift,159
Laura Taylor,22,Open,Bench Press,323
John Doe,46,83 kg,Squat,153
Laura Taylor,53,59 kg,Deadlift,362
Michael Johnson,38,Open,Squat,204
John Doe,24,66 kg,Squat,250
Michael Johnson,59,52 kg,Bench Press,214
Daniel Lee,49,74 kg,Deadlift,372
John Doe,43,66 kg,Deadlift,115
Matthew Anderson,34,66 kg,Bench Press,138
Emily Davis,22,105 kg,Bench Press,256
Emily Davis,64,59 kg,Bench Press,155
Daniel Lee,31,93 kg,Squat,154
Daniel Lee,51,74 kg,Squat,143
Daniel Lee,35,120 kg,Squat,286
Chris Brown,19,52 kg,Bench Press,282
Michael Johnson,43,Open,Squat,206
Jessica Wilson,40,52 kg,Deadlift,223
Chris Brown,60,105 kg,Deadlift,218
Michael Johnson,40,59 kg,Squat,165
John Doe,35,52 kg,Deadlift,190
Sarah Thomas,21,74 kg,Deadlift,334
Jane Smith,37,93 kg,Squat,257
Jessica Wilson,64,93 kg,Squat,335
Sarah Thomas,47,66 kg,Squat,197
Jessica Wilson,22,59 kg,Bench Press,209
Matthew Anderson,38,120 kg,Deadlift,372
Chris Brown,63,66 kg,Deadlift,193
Sarah Thomas,48,59 kg,Squat,103
John Doe,62,83 kg,Squat,151
Daniel Lee,33,74 kg,Bench Press,310
Jane Smith,51,120 kg,Bench Press,239
Jane Smith,22,66 kg,Deadlift,196
Emily Davis,37,93 kg,Squat,169
John Doe,55,Open,Deadlift,396
Emily Davis,18,120 kg,Deadlift,278
Jane Smith,35,Open,Squat,316
Emily Davis,35,74 kg,Squat,174
Jane Smith,57,74 kg,Deadlift,334
Chris Brown,58,105 kg,Deadlift,198
Laura Taylor,36,74 kg,Bench Press,333
Daniel Lee,23,Open,Bench Press,265
Chris Brown,52,59 kg,Squat,327
Jessica Wilson,21,74 kg,Deadlift,127
Daniel Lee,18,74 kg,Bench Press,297
John Doe,53,105 kg,Squat,338
Chris Brown,43,83 kg,Deadlift,327
Sarah Thomas,38,74 kg,Squat,182
Emily Davis,47,83 kg,Squat,115
Laura Taylor,19,66 kg,Deadlift,190
John Doe,32,66 kg,Bench Press,110
John Doe,62,66 kg,Squat,112
Matthew Anderson,56,83 kg,Deadlift,180
Emily Davis,22,93 kg,Deadlift,199
Daniel Lee,24,66 kg,Bench Press,194
Jessica Wilson,35,120 kg,Squat,145
Laura Taylor,47,120 kg,Bench Press,232
Emily Davis,19,105 kg,Bench Press,176
Michael Johnson,34,120 kg,Squat,278
Matthew Anderson,20,83 kg,Deadlift,303
Jane Smith,32,74 kg,Squat,260
Emily Davis,60,52 kg,Bench Press,131
Matthew Anderson,42,66 kg,Deadlift,371
Emily Davis,23,105 kg,Deadlift,395
Jessica Wilson,39,66 kg,Bench Press,313
Jane Smith,26,59 kg,Deadlift,338
Michael Johnson,26,120 kg,Squat,150
Daniel Lee,51,74 kg,Squat,223
Emily Davis,23,Open,Deadlift,241
Michael Johnson,50,52 kg,Bench Press,116
Jessica Wilson,18,83 kg,Bench Press,319
Emily Davis,61,74 kg,Bench Press,306
Jessica Wilson,24,66 kg,Bench Press,107
Jane Smith,32,93 kg,Deadlift,119
Sarah Thomas,55,66 kg,Bench Press,394
Jane Smith,46,66 kg,Bench Press,343
Jessica Wilson,34,59 kg,Deadlift,290
Sarah Thomas,47,52 kg,Deadlift,349
Matthew Anderson,36,52 kg,Deadlift,189
Sarah Thomas,47,93 kg,Squat,130
Emily Davis,55,66 kg,Squat,387
Michael Johnson,21,93 kg,Bench Press,234
Michael Johnson,60,59 kg,Squat,165
Chris Brown,28,120 kg,Squat,173
Laura Taylor,59,120 kg,Bench Press,296
Matthew Anderson,57,66 kg,Bench Press,122
Matthew Anderson,50,Open,Squat,199
Jessica Wilson,50,Open,Deadlift,114
Jessica Wilson,46,74 kg,Squat,138
Emily Davis,32,66 kg,Squat,109
Laura Taylor,49,105 kg,Deadlift,215
Daniel Lee,52,93 kg,Bench Press,397
John Doe,55,74 kg,Deadlift,276
Matthew Anderson,53,120 kg,Bench Press,113
Jessica Wilson,21,52 kg,Deadlift,155
Jessica Wilson,31,59 kg,Squat,235
Emily Davis,36,74 kg,Squat,381
Matthew Anderson,35,66 kg,Bench Press,285
Sarah Thomas,52,52 kg,Deadlift,115
Sarah Thomas,52,52 kg,Deadlift,222
Laura Taylor,37,93 kg,Squat,356
Chris Brown,22,83 kg,Bench Press,264
Laura Taylor,29,Open,Deadlift,263
Jane Smith,39,93 kg,Squat,302
Emily Davis,21,Open,Bench Press,361
Jessica Wilson,52,52 kg,Deadlift,130
Matthew Anderson,37,120 kg,Squat,216
Sarah Thomas,44,105 kg,Deadlift,295
Jessica Wilson,26,66 kg,Bench Press,207
Matthew Anderson,59,120 kg,Squat,278
Laura Taylor,32,93 kg,Squat,149
Emily Davis,53,74 kg,Squat,399
Jessica Wilson,30,93 kg,Bench Press,337
Sarah Thomas,35,66 kg,Squat,127
Daniel Lee,60,83 kg,Squat,347
Jessica Wilson,41,52 kg,Bench Press,316
Emily Davis,35,120 kg,Squat,215
Michael Johnson,50,52 kg,Bench Press,340
Emily Davis,29,74 kg,Deadlift,332
Sarah Thomas,58,93 kg,Bench Press,396
Jane Smith,20,59 kg,Bench Press,353
Daniel Lee,40,120 kg,Squat,376
Sarah Thomas,22,52 kg,Deadlift,379
Emily Davis,59,83 kg,Bench Press,389
Laura Taylor,60,Open,Bench Press,374
Laura Taylor,33,74 kg,Bench Press,136
Jessica Wilson,35,74 kg,Squat,331
Michael Johnson,57,120 kg,Deadlift,158
Jane Smith,31,Open,Deadlift,205
Laura Taylor,49,93 kg,Squat,194
Jessica Wilson,53,83 kg,Bench Press,102
John Doe,21,83 kg,Deadlift,135
Emily Davis,63,93 kg,Squat,392
Laura Taylor,43,83 kg,Bench Press,247
Jane Smith,46,66 kg,Deadlift,236
John Doe,36,74 kg,Bench Press,342
Matthew Anderson,62,120 kg,Squat,123
Jane Smith,49,74 kg,Squat,143
Laura Taylor,41,74 kg,Bench Press,235
Laura Taylor,64,59 kg,Squat,120
Daniel Lee,28,120 kg,Bench Press,342
John Doe,31,105 kg,Squat,363
Jessica Wilson,31,59 kg,Squat,343
Jessica Wilson,31,Open,Squat,227
Daniel Lee,37,74 kg,Bench Press,284
Jessica Wilson,19,105 kg,Deadlift,276
Emily Davis,21,Open,Deadlift,351
Emily Davis,30,66 kg,Deadlift,354
Matthew Anderson,26,83 kg,Squat,292
Emily Davis,28,66 kg,Bench Press,295
Sarah Thomas,24,105 kg,Squat,395
Emily Davis,49,Open,Bench Press,307
Emily Davis,61,83 kg,Squat,164
Daniel Lee,49,66 kg,Deadlift,206
Chris Brown,39,120 kg,Deadlift,399
Michael Johnson,31,52 kg,Deadlift,265
Jessica Wilson,25,83 kg,Deadlift,176
Jane Smith,63,83 kg,Bench Press,194
Matthew Anderson,46,66 kg,Squat,285
Sarah Thomas,36,105 kg,Deadlift,269
Matthew Anderson,47,83 kg,Squat,174
Jessica Wilson,44,Open,Squat,107
Matthew Anderson,33,52 kg,Squat,175
Emily Davis,64,83 kg,Deadlift,169
John Doe,19,59 kg,Deadlift,106
Daniel Lee,63,105 kg,Bench Press,205
Emily Davis,43,120 kg,Bench Press,142
Jane Smith,36,105 kg,Bench Press,319
Laura Taylor,57,83 kg,Deadlift,317
Matthew Anderson,63,59 kg,Deadlift,392
Emily Davis,40,83 kg,Squat,399
Laura Taylor,45,Open,Deadlift,276
Daniel Lee,29,93 kg,Deadlift,232
Laura Taylor,62,66 kg,Deadlift,137
Sarah Thomas,56,52 kg,Squat,172
Daniel Lee,18,105 kg,Bench Press,186
Sarah Thomas,27,105 kg,Deadlift,285
Daniel Lee,40,66 kg,Deadlift,392
Laura Taylor,23,66 kg,Deadlift,346
Matthew Anderson,41,105 kg,Deadlift,355
Jessica Wilson,24,59 kg,Deadlift,152
Daniel Lee,40,120 kg,Bench Press,395
Emily Davis,41,93 kg,Deadlift,164
Laura Taylor,19,Open,Bench Press,169
Michael Johnson,44,Open,Deadlift,374
Laura Taylor,49,74 kg,Bench Press,217
Matthew Anderson,37,83 kg,Squat,282
Michael Johnson,43,120 kg,Deadlift,365
Emily Davis,58,83 kg,Bench Press,250
Jane Smith,25,93 kg,Squat,141
Matthew Anderson,29,66 kg,Bench Press,399
Jane Smith,35,105 kg,Squat,283
John Doe,58,Open,Squat,389
John Doe,18,93 kg,Bench Press,185
Jessica Wilson,29,105 kg,Squat,174
Jane Smith,54,93 kg,Bench Press,277
Jessica Wilson,53,74 kg,Bench Press,179
John Doe,31,83 kg,Squat,252
Emily Davis,26,93 kg,Bench Press,387
Matthew Anderson,56,66 kg,Bench Press,136
John Doe,28,120 kg,Bench Press,120
Matthew Anderson,43,105 kg,Deadlift,280
Sarah Thomas,59,66 kg,Bench Press,163
Chris Brown,27,74 kg,Deadlift,225
Daniel Lee,38,Open,Squat,280
Sarah Thomas,22,Open,Deadlift,199
John Doe,57,74 kg,Deadlift,106
Jane Smith,34,52 kg,Deadlift,399
Laura Taylor,36,Open,Deadlift,344
Michael Johnson,64,105 kg,Deadlift,387
Daniel Lee,32,120 kg,Squat,358
Emily Davis,41,83 kg,Deadlift,380
Chris Brown,64,52 kg,Bench Press,143
Chris Brown,53,59 kg,Squat,290
Jessica Wilson,48,105 kg,Deadlift,165
John Doe,21,66 kg,Squat,257
John Doe,28,83 kg,Squat,386
Matthew Anderson,50,83 kg,Deadlift,326
Daniel Lee,39,52 kg,Bench Press,206
Daniel Lee,59,66 kg,Squat,305
Chris Brown,64,52 kg,Squat,241
Matthew Anderson,51,74 kg,Bench Press,166
Sarah Thomas,36,93 kg,Bench Press,314
John Doe,51,105 kg,Bench Press,272
Laura Taylor,30,83 kg,Bench Press,281
Jessica Wilson,20,120 kg,Bench Press,349
Daniel Lee,43,93 kg,Bench Press,245
Emily Davis,60,105 kg,Squat,161
Sarah Thomas,48,120 kg,Bench Press,285
John Doe,46,120 kg,Bench Press,274
Chris Brown,59,83 kg,Bench Press,188
Michael Johnson,35,52 kg,Squat,119
Jane Smith,32,83 kg,Squat,100
Laura Taylor,31,120 kg,Deadlift,331
Jane Smith,51,105 kg,Bench Press,335
John Doe,40,74 kg,Bench Press,220
Michael Johnson,42,120 kg,Squat,193
Laura Taylor,48,74 kg,Squat,237
Matthew Anderson,28,Open,Squat,239
Matthew Anderson,21,74 kg,Deadlift,312
John Doe,49,83 kg,Deadlift,165
Daniel Lee,50,Open,Squat,367
Jessica Wilson,31,Open,Deadlift,105
Chris Brown,57,59 kg,Bench Press,241
Laura Taylor,18,66 kg,Deadlift,103
Chris Brown,64,93 kg,Deadlift,324
John Doe,42,93 kg,Deadlift,196
Daniel Lee,38,Open,Deadlift,360
Chris Brown,61,120 kg,Squat,218
Daniel Lee,59,93 kg,Squat,143
Chris Brown,44,93 kg,Bench Press,121
John Doe,45,105 kg,Deadlift,396
Michael Johnson,41,105 kg,Squat,122
Matthew Anderson,44,59 kg,Deadlift,306
Laura Taylor,27,Open,Squat,303
Matthew Anderson,51,120 kg,Squat,283
Daniel Lee,44,93 kg,Deadlift,115
Chris Brown,59,93 kg,Squat,294
Chris Brown,49,93 kg,Bench Press,182
Sarah Thomas,58,59 kg,Bench Press,322
Matthew Anderson,49,66 kg,Bench Press,315
Chris Brown,26,66 kg,Bench Press,381
Jessica Wilson,54,Open,Bench Press,346
Emily Davis,35,52 kg,Deadlift,238
Chris Brown,48,59 kg,Bench Press,187
Michael Johnson,19,66 kg,Deadlift,168
Michael Johnson,47,59 kg,Deadlift,152
Laura Taylor,34,93 kg,Squat,372
Sarah Thomas,38,120 kg,Bench Press,388
Jessica Wilson,26,59 kg,Squat,299
Michael Johnson,54,93 kg,Deadlift,387
Jane Smith,47,66 kg,Squat,354
Chris Brown,61,Open,Bench Press,286
Chris Brown,62,120 kg,Squat,343
Jane Smith,33,105 kg,Deadlift,125
Matthew Anderson,31,83 kg,Deadlift,187
Sarah Thomas,43,52 kg,Deadlift,106
Michael Johnson,55,105 kg,Squat,130
Jessica Wilson,34,59 kg,Bench Press,239
Matthew Anderson,29,93 kg,Squat,213
Michael Johnson,64,74 kg,Deadlift,123
Sarah Thomas,20,74 kg,Squat,171
Chris Brown,51,59 kg,Bench Press,338
Sarah Thomas,46,83 kg,Deadlift,223
Daniel Lee,44,66 kg,Bench Press,362
Jane Smith,59,105 kg,Bench Press,167
Michael Johnson,19,93 kg,Squat,320
Daniel Lee,44,93 kg,Deadlift,265
Michael Johnson,26,66 kg,Bench Press,201
John Doe,37,52 kg,Deadlift,171
John Doe,45,105 kg,Deadlift,300
Daniel Lee,53,105 kg,Squat,341
Sarah Thomas,40,83 kg,Squat,360
Daniel Lee,43,59 kg,Squat,297
Michael Johnson,42,52 kg,Deadlift,247
Emily Davis,62,93 kg,Deadlift,388
Michael Johnson,38,59 kg,Deadlift,141
John Doe,54,120 kg,Squat,340
Sarah Thomas,42,74 kg,Deadlift,298
Daniel Lee,48,74 kg,Squat,350
Jane Smith,30,83 kg,Deadlift,130
Chris Brown,60,93 kg,Bench Press,224
Chris Brown,46,74 kg,Squat,217
Michael Johnson,22,Open,Bench Press,293
Jessica Wilson,19,59 kg,Squat,334
Michael Johnson,23,Open,Bench Press,165
Emily Davis,62,105 kg,Squat,118
Michael Johnson,39,59 kg,Deadlift,285
Emily Davis,42,74 kg,Squat,305
Matthew Anderson,26,52 kg,Squat,123
Michael Johnson,62,74 kg,Deadlift,163
Chris Brown,48,105 kg,Bench Press,116
Laura Taylor,50,83 kg,Squat,107
Emily Davis,39,Open,Bench Press,390
Emily Davis,21,120 kg,Squat,262
Emily Davis,38,52 kg,Squat,360
Daniel Lee,35,93 kg,Bench Press,192
Michael Johnson,35,66 kg,Bench Press,289
Jessica Wilson,29,105 kg,Bench Press,140
Matthew Anderson,36,93 kg,Bench Press,180
Laura Taylor,53,105 kg,Deadlift,222
Emily Davis,39,59 kg,Squat,120
Emily Davis,63,83 kg,Bench Press,173
Laura Taylor,61,93 kg,Bench Press,137
Michael Johnson,52,105 kg,Deadlift,391
Michael Johnson,51,Open,Deadlift,353
John Doe,27,74 kg,Deadlift,393
Laura Taylor,45,59 kg,Squat,278
John Doe,41,52 kg,Bench Press,137
Sarah Thomas,59,59 kg,Bench Press,211
Jessica Wilson,54,59 kg,Deadlift,278
Chris Brown,51,105 kg,Squat,330
Matthew Anderson,29,105 kg,Deadlift,276
Daniel Lee,63,120 kg,Bench Press,153
Chris Brown,26,93 kg,Squat,391
Jane Smith,61,74 kg,Squat,149
Daniel Lee,64,59 kg,Bench Press,370
Jessica Wilson,47,59 kg,Deadlift,140
Matthew Anderson,51,52 kg,Deadlift,233
Laura Taylor,32,Open,Bench Press,192
Chris Brown,48,74 kg,Squat,190
Michael Johnson,64,59 kg,Squat,165
Michael Johnson,49,93 kg,Squat,330
Sarah Thomas,41,52 kg,Squat,217
John Doe,61,66 kg,Squat,312
Jane Smith,39,59 kg,Squat,366
Chris Brown,20,83 kg,Bench Press,169
Sarah Thomas,44,83 kg,Deadlift,162
Chris Brown,54,59 kg,Squat,202
Emily Davis,64,52 kg,Deadlift,165
John Doe,27,52 kg,Deadlift,212
Jessica Wilson,19,66 kg,Deadlift,287
Matthew Anderson,21,83 kg,Bench Press,206
Matthew Anderson,35,Open,Squat,360
Laura Taylor,19,59 kg,Squat,135
Michael Johnson,48,105 kg,Deadlift,148
Jessica Wilson,52,74 kg,Squat,179
Jane Smith,51,66 kg,Squat,269
Jessica Wilson,28,66 kg,Deadlift,295
Michael Johnson,24,Open,Deadlift,183
Jane Smith,23,120 kg,Deadlift,173
Michael Johnson,60,105 kg,Squat,181
Sarah Thomas,24,Open,Squat,121
Daniel Lee,59,Open,Squat,277
Laura Taylor,56,Open,Bench Press,184
Chris Brown,23,105 kg,Deadlift,290
Daniel Lee,48,52 kg,Bench Press,119
Jane Smith,26,105 kg,Squat,202
Jessica Wilson,35,Open,Squat,119
Laura Taylor,40,59 kg,Bench Press,133
Jessica Wilson,21,66 kg,Bench Press,211
Chris Brown,33,93 kg,Bench Press,227
Matthew Anderson,56,59 kg,Squat,248
Michael Johnson,64,59 kg,Deadlift,209
Sarah Thomas,48,Open,Bench Press,235
Daniel Lee,24,93 kg,Bench Press,390
Jane Smith,47,Open,Squat,241
Matthew Anderson,40,Open,Bench Press,211
Laura Taylor,28,59 kg,Bench Press,211
Sarah Thomas,46,120 kg,Bench Press,251
Jane Smith,25,93 kg,Squat,191
Jane Smith,45,105 kg,Squat,391
Jane Smith,37,Open,Squat,170
Sarah Thomas,20,Open,Squat,214
Laura Taylor,25,120 kg,Bench Press,316
Sarah Thomas,30,93 kg,Bench Press,313
Matthew Anderson,37,66 kg,Deadlift,168
Sarah Thomas,48,83 kg,Bench Press,304
Emily Davis,48,Open,Bench Press,399
Jessica Wilson,45,Open,Squat,147
Jane Smith,33,66 kg,Deadlift,258
Jane Smith,41,Open,Bench Press,175
John Doe,48,93 kg,Squat,250
Laura Taylor,37,105 kg,Squat,231
Daniel Lee,26,52 kg,Squat,250
Michael Johnson,31,93 kg,Bench Press,166
Daniel Lee,56,105 kg,Deadlift,137
Chris Brown,56,93 kg,Bench Press,246
Jane Smith,20,83 kg,Squat,284
John Doe,60,105 kg,Bench Press,287
Chris Brown,22,59 kg,Deadlift,139
Chris Brown,56,52 kg,Deadlift,182
Laura Taylor,23,Open,Deadlift,287
John Doe,64,93 kg,Deadlift,263
John Doe,51,52 kg,Bench Press,170
Laura Taylor,42,66 kg,Squat,187
Sarah Thomas,62,105 kg,Bench Press,191
John Doe,46,74 kg,Bench Press,246
Daniel Lee,39,Open,Deadlift,244
Sarah Thomas,62,Open,Squat,148
Chris Brown,32,93 kg,Bench Press,333
Daniel Lee,22,83 kg,Deadlift,280
